Facility Name,CMS Certification Number (CCN),Alternate CCN 1,Address 1,Address 2,City,State,Zip Code,Network,VAT Catheter Measure Score,VAT Catheter Achievement Measure Rate/Ratio,Number of Patients Included in VAT Catheter Measure Score Achievement Period,VAT Catheter Achievement Period Numerator,VAT Catheter Achievement Period Denominator,VAT Catheter Improvement Measure Rate/Ratio,VAT Catheter Improvement Period Numerator,VAT Catheter Improvement Period Denominator,VAT Catheter Measure Score Applied,National Avg VAT Catheter Measure Score,VAT Fistula Measure Score,VAT Fistula Achievement Measure Rate/Ratio,Number of Patients Included in VAT Fistula Measure Score Achievement Period,VAT Fistula Achievement Period Numerator,VAT Fistula Achievement Period Denominator,VAT Fistula Improvement Measure Rate/Ratio,VAT Fistula Improvement Period Numerator,VAT Fistula Improvement Period Denominator,VAT Fistula Measure Score Applied,National Avg Fistula Measure Score,Vascular Access Combined Measure Score,National Avg Vascular Access Combined Measure Score,Kt/V Adult Hemodialysis Measure Score,Kt/V Adult Hemodialysis Achievement Measure Rate/Ratio,Number of Patients Included in Kt/V Adult Hemodialysis Measure Score Achievement Period,Kt/V Adult Hemodialysis Achievement Period Numerator,Kt/V Adult Hemodialysis Achievement Period Denominator,Kt/V Adult Hemodialysis Improvement Measure Rate/Ratio,Kt/V Adult Hemodialysis Improvement Period Numerator,Kt/V Adult Hemodialysis Improvement Period Denominator,Kt/V Adult Hemodialysis Measure Score Applied,National Avg Kt/V Adult Hemodialysis Measure Score,Kt/V Adult Peritoneal Dialysis Measure Score,Kt/V Adult Peritoneal Dialysis Achievement Measure Rate/Ratio,Number of Patients Included in Kt/V Adult Peritoneal Dialysis Measure Score Achievement Period,Kt/V Adult Peritoneal Dialysis Achievement Period Numerator,Kt/V Adult Peritoneal Dialysis Achievement Period Denominator,Kt/V Adult Peritoneal Dialysis Improvement Measure Rate/Ratio,Kt/V Adult Peritoneal Dialysis Improvement Period Numerator,Kt/V Adult Peritoneal Dialysis Improvement Period Denominator,Kt/V Adult Peritoneal Dialysis Measure Score Applied,National Avg Kt/V Adult Peritoneal Dialysis Measure Score,Kt/V Pediatric Hemodialysis Measure Score,Kt/V Pediatric Hemodialysis Achievement Measure Rate/Ratio,Number of Patients Included in Kt/V Pediatric Hemodialysis Measure Score Achievement Period,Kt/V Pediatric Hemodialysis Achievement Period Numerator,Kt/V Pediatric Hemodialysis Achievement Period Denominator,Kt/V Pediatric Hemodialysis Improvement Measure Rate/Ratio,Kt/V Pediatric Hemodialysis Improvement Period Numerator,Kt/V Pediatric Hemodialysis Improvement Period Denominator,Kt/V Pediatric Hemodialysis Measure Score Applied,National Avg Kt/V Pediatric Hemodialysis Measure Score,Kt/V Pediatric Peritoneal Dialysis Measure Score,Kt/V Pediatric Peritoneal Dialysis Achievement Measure Rate/Ratio,Number of Patients Included in Kt/V Pediatric Peritoneal Dialysis Measure Score Achievement Period,Kt/V Pediatric Peritoneal Dialysis Achievement Period Numerator,Kt/V Pediatric Peritoneal Dialysis Achievement Period Denominator,Kt/V Pediatric Peritoneal Dialysis Improvement Measure Rate/Ratio,Kt/V Pediatric Peritoneal Dialysis Improvement Period Numerator,Kt/V Pediatric Peritoneal Dialysis Improvement Period Denominator,Kt/V Pediatric Peritoneal Dialysis Measure Score Applied,National Avg Kt/V Pediatric Peritoneal Dialysis Measure Score,Kt/V Dialysis Adequacy Combined Measure Score,National Avg Kt/V Dialysis Adequacy Combined Measure Score,Hypercalcemia Measure Score,Hypercalcemia Achievement Measure Rate/Ratio,Number of Patients Included in Hypercalcemia Measure Score Achievement Period,Hypercalcemia Achievement Period Numerator,Hypercalcemia Achievement Period Denominator,Hypercalcemia Improvement Measure Rate/Ratio,Hypercalcemia Improvement Period Numerator,Hypercalcemia Improvement Period Denominator,Hypercalcemia Measure Score Applied,National Avg Hypercalcemia Measure Score,NHSN BSI Measure Score,NHSN BSI Achievement Measure Rate/Ratio,Number of Patients Eligible for NHSN BSI Measure Score Achievement Period,NHSN BSI Achievement Period Numerator,NHSN BSI Achievement Period Denominator,NHSN BSI Improvement Measure Rate/Ratio,NHSN BSI Improvement Period Numerator,NHSN BSI Improvement Period Denominator,NHSN BSI Measure Score Applied,National Avg NHSN BSI Measure Score,ICH CAHPS Measure Score,National Avg ICH CAHPS Measure Score,ICH CAHPS Count of Completed Surveys,ICH CAHPS Neph Comm and Caring Achievement Rate,ICH CAHPS Neph Comm and Caring Improvement Rate,ICH CAHPS Neph Comm and Caring Measure Score Applied,ICH CAHPS Quality of Dialysis Care and Ops Achievement Rate,ICH CAHPS Quality of Dialysis Care and Ops Improvement Rate,ICH CAHPS Quality of Dialysis Care and Ops Measure Score Applied,ICH CAHPS Providing Info to Patients Achievement Rate,ICH CAHPS Providing Info to Patients Improvement Rate,ICH CAHPS Providing Info to Patients Measure Score Applied,ICH CAHPS Overall Rating of Neph Achievement Rate,ICH CAHPS Overall Rating of Neph Improvement Rate,ICH CAHPS Overall Rating of Neph Measure Score Applied,ICH CAHPS Overall Rating of Dialysis Staff Achievement Rate,ICH CAHPS Overall Rating of Dialysis Staff Improvement Rate,ICH CAHPS Overall Rating of Dialysis Staff Measure Score Applied,ICH CAHPS Overall Rating of Dialysis Facility Achievement Rate,ICH CAHPS Overall Rating of Dialysis Facility Improvement Rate,ICH CAHPS Overall Rating of Dialysis Facility Measure Score Applied,Mineral Metabolism Measure Score,Number of Patients Included in Mineral Metabolism Measure Score Achievement Period,National Avg Mineral Metabolism Measure Score,Anemia Management Measure Score,Number of Patients Included in Anemia Management Measure Score Achievement Period,National Avg Anemia Management Measure Score,Clinical Depression Screening and Follow-up Measure Score,Number of Patients Included in Clinical Depression Screening and Follow-up Measure Score Achievement Period,National Avg Clinical Depression Screening and Follow-up Measure Score,NHSN Influenza Measure Score,National Avg NHSN Influenza Measure Score,Pain Assessment and Follow-up Measure Score,Number of Patients Included in Pain Assessment and Follow-up Measure Score Achievement Period,National Avg Pain Assessment and Follow-up Measure Score,SRR Measure Score,SRR Achievement Measure Rate/Ratio,SRR Index Discharges included in Achievement Period,SRR Achievement Period Numerator,SRR Achievement Period Denominator,SRR Improvement Measure Rate/Ratio,SRR Improvement Period Numerator,SRR Improvement Period Denominator,SRR Measure Score Applied,National Avg SRR Measure Score,STrR Measure Score,STrR Achievement Measure Rate/Ratio,STrR Patient-Years at Risk,STrR Achievement Period Numerator,STrR Achievement Period Denominator,STrR Improvement Measure Rate/Ratio,STrR Improvement Period Numerator,STrR Improvement Period Denominator,STrR Measure Score Applied,National Avg STrR Measure Score,Total Performance Score,PY2018 Payment Reduction Percentage,CMS Certification Date,"Ownership as of December 31, 2016",Date of Ownership Record Update
SUN HEALTH INC,142553,-,2121 ONEIDA ST SUITE 104,-,JOLIET,IL,60435,10,6,7.52%,48,33,439,10.02%,45,449,Achievement,5,8,76.24%,40,337,442,70.71%,338,478,Achievement,5,7,5,6,96.93%,46,411,424,97.53%,435,446,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,6,7,0,6.06%,63,37,611,0.64%,4,621,Achievement,8,4,1.017,79,4,3.934,0.727,3,4.127,Achievement,5,No Score,5,<30,No Rate,69.12%,N/A,No Rate,76.23%,N/A,No Rate,75.23%,N/A,No Rate,68.43%,N/A,No Rate,80.64%,N/A,No Rate,77.29%,N/A,10,49,9,10,49,10,10,60,10,10,10,10,60,10,6,0.875,84,17,19.417,0.983,25,25.445,Achievement,5,4,1.051,29.72758385,12,11.417,0.385,6,15.589,Achievement,5,54,No Reduction,10/25/1996,NOT A CHAIN,3/13/2001
FMC - NEOMEDICA - MELROSE PARK,142554,-,1111 SUPERIOR ST STE 204,-,MELROSE PARK,IL,60160,10,1,16.34%,49,67,410,17.26%,63,365,Achievement,5,6,69.38%,47,324,467,77.35%,304,393,Achievement,5,3,5,7,97.37%,49,407,418,93.91%,339,361,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,7,7,9,0.12%,86,1,816,4.38%,33,754,Achievement,8,6,0.733,108,4,5.455,1.035,5,4.829,Achievement,5,4,5,33,57.79%,61.19%,Achievement,63.80%,70.37%,Achievement,79.42%,78.54%,Achievement,46.65%,51.66%,Achievement,63.35%,59.75%,Achievement,74.81%,62.94%,Achievement,10,53,9,10,53,10,10,82,10,10,10,10,81,10,3,1.084,73,20,18.452,1.201,14,11.659,Achievement,5,3,1.18,28.07939767,12,10.171,0.402,4,9.951,Achievement,5,54,No Reduction,3/17/1992,FRESENIUS MEDICAL CARE,12/16/2014
FMC - GARFIELD,142555,-,5401 SOUTH WENTWORTH,-,CHICAGO,IL,60609,10,1,15.56%,82,112,720,10.50%,74,705,Achievement,5,1,54.33%,76,427,786,59.02%,458,776,Achievement,5,1,5,5,96.04%,84,654,681,96.15%,599,623,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,5,7,9,0.17%,118,2,1145,0.09%,1,1164,Achievement,8,6,0.723,147,6,8.3,0.407,3,7.365,Achievement,5,2,5,54,60.18%,56.36%,Achievement,63.21%,60.96%,Achievement,72.66%,80.03%,Achievement,45.56%,56.04%,Achievement,44.49%,69.76%,Achievement,56.05%,47.22%,Achievement,9,84,9,10,86,10,10,115,10,10,10,10,115,10,0,1.343,99,29,21.588,1.139,25,21.951,Achievement,5,3,1.224,54.20944559,24,19.615,0.612,12,19.608,Achievement,5,41,0.50%,10/25/1997,FRESENIUS MEDICAL CARE,12/8/2016
FMC - REGENCY PARK,142558,-,124 REGENCY PARK DRIVE,-,O FALLON,IL,62269,10,4,11.49%,93,100,870,16.18%,149,921,Achievement,5,3,59.52%,86,541,909,55.43%,531,958,Achievement,5,4,5,7,97.96%,92,770,786,97.67%,795,814,Achievement,7,9,96.98%,14,113,118,93.43%,128,137,Achievement,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,7,7,9,0.41%,161,6,1449,1.14%,17,1486,Achievement,8,5,0.857,169,7,8.166,1.07,9,8.412,Achievement,5,8,5,55,68.64%,77.08%,Achievement,61.09%,66.68%,Achievement,83.95%,77.90%,Achievement,74.00%,83.90%,Achievement,71.04%,74.68%,Achievement,83.72%,80.93%,Achievement,10,114,9,10,114,10,10,151,10,10,10,10,151,10,3,1.136,167,52,45.776,1.269,64,50.426,Achievement,5,3,1.178,74.05886379,33,28.011,0.652,21,32.224,Achievement,5,61,No Reduction,9/9/1997,FRESENIUS MEDICAL CARE,11/3/2005
FMC - NILES,142559,-,9371 MILWAUKEE AVE.,-,NILES,IL,60714,10,2,15.29%,89,124,811,18.55%,141,760,Improvement,5,7,72.03%,85,636,883,67.70%,566,836,Achievement,5,4,5,8,98.55%,88,746,757,99.60%,738,741,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,8,7,9,0.15%,138,2,1318,1.94%,25,1288,Achievement,8,7,0.514,153,4,7.789,0.361,3,8.317,Achievement,5,4,5,59,65.31%,63.01%,Achievement,59.59%,61.66%,Achievement,78.01%,75.79%,Achievement,55.61%,58.43%,Achievement,62.18%,68.96%,Achievement,62.75%,62.20%,Achievement,10,104,9,10,104,10,10,135,10,10,10,10,134,10,3,1.12,107,26,23.223,0.898,15,16.71,Achievement,5,9,0.521,61.89185489,13,24.971,0.324,8,24.728,Achievement,5,63,No Reduction,1/11/1992,FRESENIUS MEDICAL CARE,12/1/2016
DAVITA - SKYLINE HOME DIALYSIS,142560,-,7009 W. BELMONT AVE.,-,CHICAGO,IL,60634,10,No Score,No Rate,<11,,,No Rate,,,N/A,5,No Score,No Rate,<11,,,No Rate,,,N/A,5,No Score,5,No Score,No Rate,<11,,,No Rate,,,N/A,7,8,94.04%,26,205,218,91.53%,173,189,Achievement,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,8,7,10,0.00%,34,0,313,0.39%,1,259,Achievement,8,No Score,No Ratio,<11,,,No Ratio,,,N/A,5,No Score,5,N/A,No Rate,No Rate,N/A,No Rate,No Rate,N/A,No Rate,No Rate,N/A,No Rate,No Rate,N/A,No Rate,No Rate,N/A,No Rate,No Rate,N/A,7,26,9,10,27,10,10,37,10,10,10,9,36,10,0,1.513,36,12,7.228,1.14,4,3.509,Achievement,5,4,1.122,15.54277892,7,4.973,0.644,3,4.662,Achievement,5,60,No Reduction,4/13/1993,DAVITA,10/2/1999
DAVITA - SAUGET DIALYSIS CENTER,142561,-,2061 GOOSE LAKE ROAD,-,SAUGET,IL,62206,10,8,5.46%,67,34,623,8.04%,57,709,Achievement,5,3,61.82%,63,408,660,64.75%,496,766,Achievement,5,6,5,10,99.49%,73,591,594,96.48%,657,681,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,10,7,7,0.92%,90,8,873,1.24%,12,969,Achievement,8,4,2.432,127,12,4.934,4.179,25,5.983,Improvement,5,No Score,5,<30,No Rate,53.00%,N/A,No Rate,40.64%,N/A,No Rate,65.20%,N/A,No Rate,38.62%,N/A,No Rate,31.94%,N/A,No Rate,33.89%,N/A,9,73,9,10,73,10,10,88,10,10,10,10,87,10,1,1.489,140,64,42.983,1.612,56,34.742,Improvement,5,0,2.678,55.79466119,59,22.032,0.661,16,24.214,Achievement,5,57,No Reduction,5/13/1993,DAVITA,9/2/2005
FMC - EAST PEORIA DIALYSIS,142562,-,3300 NORTH MAIN,-,EAST PEORIA,IL,61611,10,3,12.38%,85,89,719,10.08%,62,615,Achievement,5,3,61.41%,76,487,793,66.76%,458,686,Achievement,5,3,5,7,97.36%,85,702,721,96.54%,586,607,Achievement,7,9,96.32%,51,393,408,91.08%,296,325,Achievement,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,8,7,9,0.30%,184,5,1657,1.38%,20,1447,Achievement,8,0,2.011,156,14,6.963,1.269,8,6.302,Achievement,5,3,5,57,58.37%,57.34%,Achievement,62.67%,59.23%,Achievement,78.31%,80.72%,Achievement,50.21%,54.11%,Achievement,62.06%,60.29%,Achievement,58.49%,63.45%,Achievement,10,143,9,10,143,10,10,179,10,10,10,10,178,10,3,1.072,182,47,43.824,1.108,32,28.887,Achievement,5,4,1.099,78.06707734,32,29.112,1.132,31,27.39,Achievement,5,44,0.50%,1/1/1980,FRESENIUS MEDICAL CARE,2/3/2015
FMC - MCLEAN COUNTY,142563,-,1505 EASTLAND MEDICAL PLAZA,-,BLOOMINGTON,IL,61701,10,3,12.19%,58,59,484,9.15%,39,426,Achievement,5,4,62.41%,54,342,548,69.42%,336,484,Achievement,5,3,5,8,98.44%,56,441,448,96.21%,431,448,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,8,7,10,0.00%,82,0,667,0.48%,3,630,Achievement,8,5,0.863,130,5,5.793,2.093,10,4.778,Achievement,5,No Score,5,<30,No Rate,54.64%,N/A,No Rate,50.06%,N/A,No Rate,68.67%,N/A,No Rate,48.26%,N/A,No Rate,45.49%,N/A,No Rate,42.60%,N/A,10,68,9,10,68,10,10,81,10,10,10,10,79,10,7,0.762,94,19,24.925,0.585,8,13.67,Achievement,5,4,1.2,32.77481177,15,12.497,1.722,23,13.357,Improvement,5,63,No Reduction,10/1/1993,FRESENIUS MEDICAL CARE,12/15/2014
FMC - SPRING VALLEY,142564,-,12  B WOLFER INDUSTRIAL DRIVE,-,SPRING VALLEY,IL,61362,10,8,4.37%,72,29,663,4.48%,29,647,Achievement,5,6,69.64%,68,484,695,67.19%,473,704,Achievement,5,7,5,9,99.18%,69,608,613,97.18%,621,639,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,9,7,7,1.05%,83,8,763,1.59%,12,756,Achievement,8,7,0.53,101,2,3.777,0.719,3,4.17,Achievement,5,4,5,39,68.83%,69.06%,Achievement,61.94%,60.24%,Achievement,72.37%,73.85%,Achievement,59.93%,67.46%,Achievement,57.69%,55.78%,Achievement,59.95%,71.46%,Achievement,10,74,9,10,74,10,10,81,10,10,10,10,80,10,6,0.832,67,16,19.225,0.776,16,20.621,Achievement,5,4,1.123,42.6091718,20,17.814,0.513,9,17.539,Achievement,5,68,No Reduction,10/1/1993,FRESENIUS MEDICAL CARE,1/2/2004
FMC - OF SPOON RIVER,142565,-,340 S. AVE. B,-,CANTON,IL,61520,10,9,3.23%,38,11,341,2.36%,8,339,Achievement,5,5,66.29%,35,236,356,64.72%,244,377,Achievement,5,7,5,8,98.13%,36,314,320,98.26%,338,344,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,8,7,9,0.24%,47,1,421,2.67%,12,450,Achievement,8,3,1.322,63,3,2.269,0.439,1,2.276,Achievement,5,7,5,34,80.59%,75.09%,Achievement,58.66%,60.83%,Achievement,82.93%,82.28%,Achievement,78.77%,68.82%,Achievement,63.95%,59.22%,Achievement,69.38%,61.85%,Achievement,9,40,9,10,40,10,10,45,10,10,10,10,45,10,10,0.514,51,7,13.611,0.501,6,11.978,Achievement,5,0,1.57,25.59342916,17,10.827,1.193,14,11.733,Achievement,5,67,No Reduction,10/1/1993,FRESENIUS MEDICAL CARE,8/2/2004
FMC - MARQUETTE PARK,142566,-,6535 SOUTH WESTERN AVE.,-,CHICAGO,IL,60636,10,9,3.94%,56,18,457,0.79%,4,508,Achievement,5,1,54.42%,53,271,498,54.75%,294,537,Achievement,5,5,5,4,95.55%,58,429,449,95.48%,486,509,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,4,7,10,0.00%,102,0,944,0.12%,1,869,Achievement,8,7,0.511,128,3,5.866,0.588,3,5.1,Achievement,5,2,5,31,66.24%,65.64%,Achievement,52.11%,58.19%,Achievement,70.70%,78.63%,Achievement,61.49%,64.67%,Achievement,40.70%,49.77%,Achievement,47.32%,61.97%,Achievement,10,63,9,10,65,10,10,99,10,10,10,10,99,10,4,1.014,97,24,23.659,1.232,35,28.404,Achievement,5,8,0.64,40.11772758,10,15.623,0.731,11,15.051,Achievement,5,56,No Reduction,10/4/1993,FRESENIUS MEDICAL CARE,1/3/1985
DAVITA - WAUKEGAN - HOME PROGRAM,142567,-,3350 GRAND AVE STE 100,-,WAUKEGAN,IL,60085,10,No Score,No Rate,<11,,,No Rate,,,N/A,5,No Score,No Rate,<11,,,No Rate,,,N/A,5,No Score,5,No Score,No Rate,<11,,,No Rate,,,N/A,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Ratio,<11,,,No Ratio,,,N/A,5,No Score,5,N/A,No Rate,No Rate,N/A,No Rate,No Rate,N/A,No Rate,No Rate,N/A,No Rate,No Rate,N/A,No Rate,No Rate,N/A,No Rate,No Rate,N/A,No Score,<11,9,No Score,<11,10,No Score,<11,10,10,10,No Score,<11,10,No Score,No Ratio,<11,,,No Ratio,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,,,N/A,5,No Score,No Reduction,1/1/2000,DAVITA,9/19/2014
FOX VALLEY DIALYSIS LTD,142568,-,1300 WATERFORD DRIVE,-,AURORA,IL,60504,10,7,6.38%,113,63,988,6.33%,63,995,Achievement,5,10,85.16%,105,907,1065,86.39%,946,1095,Achievement,5,8,5,8,98.39%,121,976,992,96.13%,944,982,Achievement,7,7,91.57%,21,152,169,79.41%,108,136,Achievement,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,8,7,8,0.68%,189,12,1756,0.68%,12,1771,Achievement,8,7,0.507,203,5,9.87,0.569,5,8.79,Achievement,5,3,5,84,60.44%,65.37%,Achievement,56.34%,59.27%,Achievement,75.81%,77.70%,Achievement,60.47%,69.02%,Achievement,47.36%,57.12%,Achievement,62.48%,67.33%,Achievement,10,148,9,10,148,10,10,192,10,10,10,10,189,10,5,0.96,163,39,40.607,1.007,46,45.665,Achievement,5,6,0.873,89.40999316,32,36.643,0.947,36,38.029,Achievement,5,67,No Reduction,10/25/1996,NOT A CHAIN,3/25/2015
FMC - PRAIRIE,142569,-,1717 S WABASH AVENUE,-,CHICAGO,IL,60616,10,2,13.98%,75,99,708,15.91%,109,685,Achievement,5,3,60.00%,69,441,735,55.03%,416,756,Achievement,5,2,5,4,95.64%,77,680,711,97.46%,692,710,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,4,7,8,0.68%,126,8,1181,0.93%,11,1177,Achievement,8,7,0.573,166,4,6.979,0.529,4,7.556,Achievement,5,2,5,69,51.95%,51.93%,Achievement,56.50%,57.83%,Achievement,78.35%,74.91%,Achievement,48.67%,42.83%,Improvement,51.73%,62.66%,Achievement,66.54%,68.90%,Achievement,10,79,9,10,79,10,10,116,10,10,10,10,116,10,4,1.013,84,19,18.754,1.184,24,20.271,Achievement,5,8,0.559,47.09650924,10,17.892,0.431,8,18.557,Achievement,5,50,No Reduction,1/1/1988,FRESENIUS MEDICAL CARE,10/1/1988
DAVITA - MARION DIALYSIS,142570,-,324 SOUTH 4TH STREET,-,MARION,IL,62959,10,5,9.84%,41,31,315,8.94%,33,369,Achievement,5,8,74.24%,33,245,330,66.67%,258,387,Achievement,5,6,5,9,99.24%,37,261,263,99.40%,330,332,Achievement,7,10,98.01%,11,116,119,97.14%,136,140,Achievement,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,9,7,9,0.15%,73,1,665,0.99%,7,708,Achievement,8,0,3.272,74,10,3.056,3.307,13,3.931,Achievement,5,7,5,36,69.81%,69.04%,Achievement,65.64%,65.57%,Achievement,90.54%,82.01%,Achievement,66.27%,68.76%,Achievement,71.59%,68.26%,Achievement,65.91%,77.29%,Achievement,10,50,9,10,51,10,10,69,10,10,10,10,68,10,3,1.161,95,25,21.529,1.469,41,27.901,Improvement,5,5,1.539,36.58042437,18,11.697,2.924,42,14.364,Improvement,5,58,No Reduction,12/21/1994,DAVITA,3/28/2000
FMC - CENTRAL ILLINOIS PEKIN,142571,-,3521 VETERANS DR.,-,PEKIN,IL,61554,10,8,4.39%,34,13,296,7.34%,19,259,Achievement,5,1,55.42%,32,179,323,58.89%,169,287,Achievement,5,5,5,8,98.67%,35,296,300,98.46%,256,260,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,8,7,10,0.00%,47,0,432,0.49%,2,410,Achievement,8,7,0.428,65,1,2.337,0,0,2.242,Achievement,5,No Score,5,<30,No Rate,No Rate,N/A,No Rate,No Rate,N/A,No Rate,No Rate,N/A,No Rate,No Rate,N/A,No Rate,No Rate,N/A,No Rate,No Rate,N/A,10,37,9,10,37,10,10,48,10,10,10,10,47,10,3,1.09,29,8,6.171,1.056,7,6.628,Achievement,5,2,1.311,20.7063655,11,8.054,0.762,6,7.878,Achievement,5,64,No Reduction,1/1/1994,FRESENIUS MEDICAL CARE,4/22/2015
FMC - SOUTH SHORE,142572,-,2420 EAST 79TH ST,-,CHICAGO,IL,60649,10,1,16.30%,45,37,227,18.10%,82,453,Achievement,5,3,59.57%,43,193,324,53.78%,263,489,Achievement,5,2,5,6,95.47%,55,274,287,88.28%,384,435,Improvement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,6,7,6,1.40%,75,6,429,1.08%,8,743,Achievement,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,No Score,5,<30,No Rate,51.19%,N/A,No Rate,43.97%,N/A,No Rate,56.87%,N/A,No Rate,36.82%,N/A,No Rate,21.07%,N/A,No Rate,21.48%,N/A,9,45,9,10,45,10,10,73,10,10,10,10,73,10,0,1.724,61,27,15.657,1.178,25,21.214,Achievement,5,4,1.087,26.95140315,11,10.121,0.586,9,15.364,Achievement,5,42,0.50%,2/13/1995,FRESENIUS MEDICAL CARE,1/2/1980
FMC - SALINE COUNTY,142573,-,275 SMALL STREET,-,HARRISBURG,IL,62946,10,1,26.37%,50,125,474,31.53%,140,444,Improvement,5,2,52.80%,46,264,500,43.44%,202,465,Improvement,5,1,5,0,92.51%,45,383,414,92.16%,376,408,Achievement,7,9,96.70%,19,147,153,89.72%,96,107,Achievement,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,3,7,7,0.91%,82,7,766,1.68%,12,713,Achievement,8,7,0.528,82,3,5.685,0.739,4,5.413,Achievement,5,No Score,5,<30,No Rate,62.85%,N/A,No Rate,67.15%,N/A,No Rate,78.29%,N/A,No Rate,61.20%,N/A,No Rate,66.46%,N/A,No Rate,68.56%,N/A,7,69,9,10,69,10,10,83,10,10,10,10,82,10,4,1.017,127,37,36.391,1.157,36,31.109,Achievement,5,0,1.864,41.47843943,31,16.63,1.961,29,14.788,Achievement,5,43,0.50%,10/25/1996,FRESENIUS MEDICAL CARE,8/31/1999
FMC - PEORIA DOWNTOWN,142574,-,410 W ROMEO B GARRETT AVE.,-,PEORIA,IL,61605,10,4,11.04%,106,98,888,8.05%,63,783,Achievement,5,3,61.50%,99,599,974,61.82%,523,846,Achievement,5,4,5,6,97.23%,112,843,867,96.72%,767,793,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,6,7,9,0.27%,163,4,1464,0.63%,9,1429,Achievement,8,5,0.875,206,8,9.14,0.857,7,8.166,Achievement,5,5,5,50,63.11%,52.02%,Improvement,65.98%,56.50%,Achievement,78.78%,74.45%,Achievement,48.15%,39.69%,Improvement,59.05%,43.30%,Achievement,65.78%,48.34%,Achievement,10,119,9,10,119,10,10,156,10,10,10,10,153,10,2,1.151,186,56,48.656,1.114,48,43.098,Achievement,5,1,1.444,69.92744695,38,26.311,1.188,30,25.245,Achievement,5,52,No Reduction,6/12/1995,FRESENIUS MEDICAL CARE,9/25/1999
